Open reading frame,gonad_a1,gonad_a2,gonad_a3,gonad_a4,gonad_a5,gonad_a6,gonad_a7,gonad_a8,gonad_a9,gonad_a10,gonad_b1,gonad_b2,gonad_b3,gonad_b4,gonad_b5,gonad_b6,gonad_b7,gonad_b8,gonad_b9,gonad_b10,Chromosome,Start,End,Strand,WBGene,Gene Name,Type
C48E7.3,14.9572359,14.34314897,13.98929006,18.98969402,13.25080787,10.96404916,7.628928898,13.11625924,19.78724006,15.25806321,12.41450918,13.65498407,15.19668533,16.32299439,16.6156931,14.31929055,11.40445914,8.802687754,11.55668554,7.490748925,CHROMOSOME_I,6253703,6254940,+,WBGene00003059,lpd-2,cds
C48E7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,6250573,6252823,+,WBGene00000583,cof-2,cds
C48E7.6,0,0,0,0,0.213722708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,6236214,6249764,+,WBGene00016751,,cds
C48E7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,6234721,6235345,+,WBGene00016752,,cds
C48E7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,6265693,6269075,-,WBGene00016753,oac-9,cds
C48E7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,6269563,6271543,-,WBGene00006689,twk-37,cds
C48G7.3,4.079246155,8.692817559,12.0372961,11.12253507,12.18219433,8.433883972,5.721696674,16.39532405,5.653497159,6.282731911,3.38577523,6.068881809,9.833149334,10.35882336,12.95460818,6.912760957,6.652601167,11.73691701,6.7413999,5.99259914,CHROMOSOME_V,14784137,14815585,-,WBGene00008183,tag-333,cds
C49A1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,14213669,14215778,+,WBGene00008184,,cds
C49A1.10,0,0.434640878,0,0.271281343,0.427445415,0,0,4.918597216,1.884499053,0.89753313,0,0,0.446961333,0,0.281621917,0.49376864,0,0,0.963057129,1.498149785,CHROMOSOME_I,14241885,14244442,-,WBGene00008191,,cds
C49A1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,14209203,14212489,-,WBGene00008185,,cds
C49A1.3,0,0,0,0,0,0,0,0,0,0.448766565,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,14216744,14220563,-,WBGene00008186,,cds
C49A1.4,0,0,0,0,0,0,0,0,0.942249527,1.346299695,0,0,0,0,0.281621917,0.49376864,0,0,1.926114257,1.498149785,CHROMOSOME_I,14220727,14231331,-,WBGene00001377,eya-1,cds
C49A1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,14237347,14241176,+,WBGene00008187,,cds
C49A1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,14246216,14247302,+,WBGene00008188,clec-115,cds
C49A1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,14231658,14235936,-,WBGene00008190,clec-114,cds
C49A9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,6228192,6230014,+,WBGene00016755,,cds
C49A9.10,1.359748718,4.34640878,3.903987924,8.409721638,5.984235813,3.654683055,1.907232225,3.279064811,0.942249527,6.731498476,2.257183486,3.79305113,4.469613334,2.825133645,4.224328754,3.950149118,6.652601167,5.868458503,1.926114257,4.494449355,CHROMOSOME_IV,6205779,6206505,-,WBGene00016764,,cds
C49A9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,6225440,6228079,+,WBGene00016756,,cds
C49A9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,6222078,6224965,+,WBGene00016757,,cds
C49A9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,6219593,6222335,+,WBGene00016758,,cds
C49A9.5,0,0,0,0,0.213722708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,6213811,6216354,+,WBGene00016759,,cds
C49A9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,6210989,6213175,+,WBGene00016760,,cds
C49A9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,6202069,6205692,+,WBGene00016761,,cds
C49A9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,6206819,6209516,-,WBGene00016762,ugt-24,cds
C49A9.9,4.079246155,0.434640878,1.301329308,1.085125373,2.778395199,1.96790626,1.907232225,0,0.942249527,0,4.514366973,3.034440904,0.893922667,0.627807477,1.408109585,1.481305919,0.950371595,0,0,1.498149785,CHROMOSOME_IV,6217361,6219508,+,WBGene00016763,,cds
C49C3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17312123,17315731,+,WBGene00004908,snf-9,cds
C49C3.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17336763,17338947,-,WBGene00008200,,cds
C49C3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17343745,17344772,+,WBGene00008201,,cds
C49C3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17345510,17346658,-,WBGene00008202,clec-197,cds
C49C3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17347131,17351039,+,WBGene00008203,clec-198,cds
C49C3.15,0,0,0,0.271281343,0,1.124517863,1.907232225,1.639532405,0,0.89753313,0,0,0,0,0.281621917,1.481305919,0.950371595,0,1.926114257,0,CHROMOSOME_IV,17334156,17335052,+,WBGene00008204,,cds
C49C3.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17316118,17316464,-,WBGene00185097,,cds
C49C3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17343014,17343456,+,WBGene00189993,,cds
C49C3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17320758,17328626,+,WBGene00008194,,cds
C49C3.5,1.359748718,0,0,0,0.213722708,1.124517863,1.907232225,1.639532405,0.942249527,0.89753313,0,0,0,0,0.281621917,3.456380478,0,0,0.963057129,0,CHROMOSOME_IV,17329168,17330702,+,WBGene00008195,ceh-88,cds
C49C3.6,8.158492311,14.34314897,18.86927496,16.81944328,22.22716159,17.43002688,17.16509002,9.837194432,20.72948958,26.47722734,13.54310092,12.13776362,16.090608,12.24224579,12.95460818,16.29436511,9.503715953,10.26980238,12.51974267,5.99259914,CHROMOSOME_IV,17331490,17332403,+,WBGene00008196,,cds
C49C3.7,9.518241029,13.03922634,14.96528704,13.8353485,12.18219433,9.839531301,13.35062557,3.279064811,16.01824195,17.9506626,15.80028441,15.93081475,12.51491733,14.12566822,12.39136435,14.81305919,14.25557393,13.20403163,8.667514157,4.494449355,CHROMOSOME_IV,17332536,17333608,+,WBGene00008197,,cds
C49C3.8,0,0,0,0,0.213722708,1.124517863,1.907232225,1.639532405,0,1.346299695,0,0.758610226,0,0,0,0.49376864,0.950371595,0,0,0,CHROMOSOME_IV,17335233,17336648,+,WBGene00008198,,cds
C49C3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,17339619,17342277,-,WBGene00008199,,cds
C49C8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8654591,8656816,+,WBGene00016765,,cds
C49C8.2,0,0,0,0,0,0,0,0,0.942249527,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8651083,8651738,+,WBGene00016766,,cds
C49C8.3,0,0,2.277326289,0.81384403,1.496058953,1.405647329,3.814464449,1.639532405,1.884499053,0.89753313,0,0,0.893922667,1.255614953,0.563243834,0.98753728,0,0,3.852228514,1.498149785,CHROMOSOME_IV,8644728,8645332,+,WBGene00016767,,cds
C49C8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950371595,0,0,0,CHROMOSOME_IV,8645518,8648168,-,WBGene00016768,cyp-33E1,cds
C49C8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8648652,8653664,-,WBGene00016769,,cds
C49C8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8657442,8658171,-,WBGene00016770,,cds
C49D10.10,0,0,0,0,0,0.281129466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,3873543,3877229,-,WBGene00016778,,cds
C49D10.11,0,0,0,0.271281343,0,0,0,0,0,0,0,0,0,0,0,0,0.950371595,0,0,0,CHROMOSOME_II,3877347,3877912,-,WBGene00016779,sdz-7,cds
C49D10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,3880247,3882184,+,WBGene00016772,nhr-166,cds
C49D10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,3878632,3879893,+,WBGene00005456,srh-250,cds
C49D10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,3869903,3873012,+,WBGene00016773,oac-10,cds
C49D10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,3866800,3868245,+,WBGene00003665,nhr-75,cds
C49D10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,3855923,3856590,+,WBGene00016775,,cds
C49D10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,3858144,3860928,-,WBGene00016776,oac-11,cds
C49D10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,3863086,3864754,-,WBGene00016777,nhr-261,cds
C49F5.1,4.079246155,0,0,0.271281343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963057129,0,CHROMOSOME_X,11965894,11969716,+,WBGene00008205,sams-1,cds
C49F5.2,0,0,0,0,0,0.562258931,0,0,1.884499053,1.346299695,0,0,0,0,0,0.49376864,0,1.467114626,1.926114257,0,CHROMOSOME_X,11969962,11974608,-,WBGene00008206,set-6,cds
C49F5.3,0,0,0,0,0,7.309366109,9.536161123,1.639532405,2.82674858,6.282731911,0,0,0,0,1.408109585,9.381604156,7.602972762,14.67114626,7.704457028,7.490748925,CHROMOSOME_X,11982723,11983831,-,WBGene00008207,,cds
C49F5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,11980141,11981977,-,WBGene00008208,nhr-167,cds
C49F5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,11985812,11987283,+,WBGene00008209,,cds
C49F5.6,0,0,0,0.271281343,0,19.39793314,19.07232225,22.95345368,6.595746686,19.74572886,0,0,0,0,9.293523259,18.76320831,19.9578035,23.47383401,14.44585693,4.494449355,CHROMOSOME_X,11988246,11991219,+,WBGene00008210,,cds
C49F5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,11994716,11995771,+,WBGene00008211,,cds
C49F5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,11959116,11961441,+,WBGene00008212,,cds
C49F8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,13361132,13365225,-,WBGene00008213,,cds
C49F8.2,0,0,0,0,0,0,1.907232225,0,0.942249527,0.448766565,0,0,0,0,0,0,0,0,0.963057129,0,CHROMOSOME_X,13371470,13376923,-,WBGene00008214,,cds
C49F8.3,0,0,0,0,0,0,0,0,0,0.448766565,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,13385991,13387481,-,WBGene00008215,,cds
C49G7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4056150,4059051,-,WBGene00016780,,cds
C49G7.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.934229251,0,0,CHROMOSOME_V,4040394,4041989,-,WBGene00016788,,cds
C49G7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4054166,4055094,-,WBGene00016789,,cds
C49G7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4038806,4039919,+,WBGene00077593,,cds
C49G7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4047826,4049339,+,WBGene00005385,srh-169,cds
C49G7.3,0,0,0.650664654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4046390,4047421,+,WBGene00016781,,cds
C49G7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4043901,4044986,+,WBGene00016782,phat-3,cds
C49G7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4042389,4043585,+,WBGene00016783,irg-2,cds
C49G7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4041270,4041529,+,WBGene00016784,,cds
C49G7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4034461,4038039,+,WBGene00016785,,cds
C49G7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,4031612,4033372,+,WBGene00016786,cyp-35A4,cds
C49G9.1,1.359748718,0,0.650664654,0.542562686,0,0,0,0,0,0,0,0,0,0.313903738,0,0.49376864,0,1.467114626,0,0,CHROMOSOME_I,12564346,12565883,+,WBGene00008216,,cds
C49G9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,12562804,12564200,+,WBGene00045474,,cds
C49H3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,7928147,7933763,+,WBGene00001535,gcy-8,cds
C49H3.10,10.87798975,19.55883951,18.54394264,15.7343179,13.46453058,10.96404916,11.44339335,14.75579165,6.595746686,14.80929665,10.15732569,11.37915339,10.28011067,11.92834205,12.67298626,12.34421599,9.503715953,1.467114626,11.55668554,19.47594721,CHROMOSOME_IV,7916687,7924115,-,WBGene00002080,xpo-3,cds
C49H3.11,388.8881335,320.3303271,270.0258314,209.1579156,166.0625438,159.1192776,112.5267013,75.41849065,62.18846875,33.65749238,495.4517753,326.9610074,293.653596,242.0197822,180.8012707,168.8688748,109.2927335,39.61209489,41.41145653,25.46854635,CHROMOSOME_IV,7925336,7926386,-,WBGene00004471,rps-2,cds
C49H3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,7926736,7927279,-,WBGene00016795,,cds
C49H3.3,19.03648206,23.47060741,19.51993962,16.00559925,12.39591704,11.5263081,1.907232225,8.197662027,6.595746686,8.526564737,20.31465138,15.17220452,16.090608,15.38128318,6.195682173,6.912760957,5.702229572,4.401343877,3.852228514,1.498149785,CHROMOSOME_IV,7924338,7924956,+,WBGene00016790,,cds
C49H3.4,1.359748718,1.303922634,2.927990943,4.611782834,4.701899567,3.93581252,0,6.558129621,0,4.936432216,2.257183486,6.068881809,3.128729334,1.569518691,5.914060256,3.950149118,2.851114786,10.26980238,3.852228514,4.494449355,CHROMOSOME_IV,7915288,7916628,+,WBGene00016791,,cds
C49H3.5,0,0.434640878,0,0.271281343,0.85489083,0,0,0,0,0.448766565,0,1.517220452,0,0.941711215,0,0.49376864,0,0,0,0,CHROMOSOME_IV,7910581,7914283,+,WBGene00003827,ntl-4,cds
C49H3.6,0,2.607845268,8.133308174,11.66509776,8.762631012,8.996142904,3.814464449,4.918597216,7.537996212,8.526564737,0,0.758610226,9.386188001,7.847593457,10.98325476,4.443917758,9.503715953,1.467114626,7.704457028,5.99259914,CHROMOSOME_IV,7903726,7907071,+,WBGene00016792,,cds
C49H3.8,13.59748718,14.77778985,12.68796075,27.670697,22.65460701,27.55068764,17.16509002,21.31392127,19.78724006,16.15559634,12.41450918,18.96525565,12.96187867,16.95080187,18.58704652,12.34421599,18.05706031,16.13826088,11.55668554,16.47964764,CHROMOSOME_IV,7900188,7902259,-,WBGene00016793,arp-11,cds
C49H3.9,2.719497437,13.03922634,9.434637482,11.66509776,10.47241267,8.152754507,13.35062557,13.11625924,7.537996212,10.77039756,4.514366973,10.62054316,6.257458667,6.278074766,10.98325476,5.431455037,10.45408755,8.802687754,4.815285643,11.98519828,CHROMOSOME_IV,7906771,7909462,-,WBGene00016794,,cds
C50A2.2,0,0.434640878,0,0,0,0.281129466,0,0,0,0,0,0,0.446961333,0,0.844865751,0,0,0,0.963057129,0,CHROMOSOME_IV,1170706,1177065,+,WBGene00016796,cec-2,cds
C50A2.3,0,0.434640878,0,0.542562686,0.427445415,0,0,1.639532405,0,0.89753313,0,0,0.446961333,0.313903738,0.563243834,0,0,0,0,0,CHROMOSOME_IV,1145678,1150736,-,WBGene00016797,,cds
C50A2.4,0,0,0,0,0,0.281129466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,1159637,1161545,-,WBGene00016798,ets-8,cds
C50B6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13308903,13309410,+,WBGene00008217,,cds
C50B6.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13337978,13339705,-,WBGene00006072,str-4,cds
C50B6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13340227,13343027,+,WBGene00008223,lgc-48,cds
C50B6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13327750,13328853,+,WBGene00006102,str-37,cds
C50B6.14,0,0,0,0,0,0.281129466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13329180,13331006,-,WBGene00003719,nhr-129,cds
C50B6.2,32.63396924,19.99348039,29.93057408,67.00649176,116.6925984,138.5968266,144.9496491,155.7555785,154.5289223,141.361468,27.08620184,36.41329085,55.42320534,75.33689719,121.0974243,132.8237641,143.5061109,140.8430041,156.978312,194.7594721,CHROMOSOME_V,13310171,13312253,-,WBGene00008218,nasp-2,cds
C50B6.3,12.23773847,11.73530371,13.66395773,22.78763283,20.51737993,23.33374566,19.07232225,18.03485646,20.72948958,27.82352704,6.771550459,17.4480352,15.19668533,14.43957196,21.6848876,20.24451423,34.21337743,33.74363639,25.03948534,31.46114549,CHROMOSOME_V,13313585,13315801,+,WBGene00008219,,cds
C50B6.4,0,0,0,0,0.213722708,0,0,0,0,0,0,0.758610226,0,0,0,0,0,0,0,0,CHROMOSOME_V,13317019,13317997,-,WBGene00000734,col-161,cds
C50B6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13318451,13320213,+,WBGene00005243,srh-18,cds
C50B6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13320971,13322342,+,WBGene00005240,srh-15,cds
C50B6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13322354,13324957,-,WBGene00008220,,cds
C50B6.8,0,0,0,0,0,0,0,0,0,1.346299695,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13331102,13333858,-,WBGene00008221,nhr-168,cds
C50B6.9,0,0,0,0,0,1.124517863,1.907232225,0,0.942249527,1.79506626,0,0,0,0,0,0.49376864,1.900743191,0,0,0,CHROMOSOME_V,13336354,13337894,+,WBGene00008222,,cds
C50B8.1,23.11572821,29.99022058,31.88256804,37.7081067,37.82891925,33.17327696,34.33018004,50.82550457,51.82372396,51.15938842,28.21479358,31.10301927,28.60552534,24.79839532,21.96650952,31.10742431,33.26300584,42.54632414,35.63311376,44.94449355,CHROMOSOME_V,13565849,13566946,+,WBGene00008224,,cds
C50B8.2,1.359748718,15.64707161,11.71196377,16.54816193,18.16643015,12.93195542,17.16509002,13.11625924,16.01824195,11.66793069,12.41450918,12.89637384,10.727072,9.417112148,16.05244927,13.82552191,8.553344358,8.802687754,10.59362841,13.48334807,CHROMOSOME_V,13568822,13570015,+,WBGene00000250,bir-2,cds
C50B8.3,4.079246155,6.084972292,6.831978866,5.696908207,6.197958521,4.498071452,3.814464449,3.279064811,2.82674858,4.487665651,5.642958716,5.310271582,8.045304001,5.650267289,7.885413674,4.937686398,11.40445914,1.467114626,1.926114257,0,CHROMOSOME_V,13566921,13568618,-,WBGene00008225,nuaf-1,cds
C50B8.4,0,0,0,0,0,0.281129466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13572074,13573409,+,WBGene00008226,,cds
C50B8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13580981,13584668,+,WBGene00008227,,cds
C50B8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13578958,13580799,+,WBGene00008228,,cds
C50C10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9805437,9806576,+,WBGene00005700,sru-37,cds
C50C10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9811437,9812595,+,WBGene00005692,sru-29,cds
C50C10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9813814,9814983,+,WBGene00005693,sru-30,cds
C50C10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9816666,9817838,+,WBGene00005694,sru-31,cds
C50C10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9820530,9821800,-,WBGene00006232,str-193,cds
C50C10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9822595,9824225,-,WBGene00006070,str-2,cds
C50C10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9807611,9809408,+,WBGene00005696,sru-33,cds
C50C3.1,2.719497437,6.51961317,4.229320251,8.409721638,6.625403936,7.590495575,1.907232225,3.279064811,1.884499053,6.731498476,3.38577523,2.275830678,7.151381334,5.336363551,3.942706837,6.418992317,4.751857976,1.467114626,1.926114257,7.490748925,CHROMOSOME_III,8191748,8193781,+,WBGene00016799,,cds
C50C3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,8176419,8177178,+,WBGene00016804,,cds
C50C3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,8181867,8189305,+,WBGene00016800,,cds
C50C3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,8179159,8180402,+,WBGene00016801,,cds
C50C3.6,13.59748718,28.68629795,26.02658616,21.70250745,19.6624891,15.46212062,11.44339335,8.197662027,16.01824195,21.54079512,12.41450918,18.20664543,16.98453067,23.22887663,20.55839994,23.70089471,11.40445914,16.13826088,22.15031396,25.46854635,CHROMOSOME_III,8164312,8172639,+,WBGene00004187,prp-8,cds
C50C3.7,0,0.434640878,0,0.271281343,0,0,0,0,0,0,2.257183486,0,0,0.627807477,0.844865751,0.98753728,0,1.467114626,0,0,CHROMOSOME_III,8159092,8161273,-,WBGene00086546,cil-1,cds
C50C3.8,21.75597949,24.33988917,33.50922968,42.04860819,51.93461795,53.13346903,49.58803784,60.662699,50.88147443,57.44212033,24.82901835,46.27522379,36.203868,28.25133645,51.5368108,42.46410302,48.46895136,60.15169965,49.11591356,43.44634377,CHROMOSOME_III,8161384,8163320,-,WBGene00016803,bath-42,cds
C50C3.9,0,0.434640878,1.301329308,0,0.85489083,0.281129466,0,1.639532405,0.942249527,0,0,0.758610226,0,0,0,0,0,0,0,0,CHROMOSOME_III,8193777,8201138,-,WBGene00006772,unc-36,cds
C50D2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,111644,114454,+,WBGene00016805,,cds
C50D2.10,0,0,0,0,0,0.281129466,0,0,0,0,0,0,0.446961333,0,0,0,0,0,0,0,CHROMOSOME_II,99726,100441,+,WBGene00044420,,cds
C50D2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,109165,111427,+,WBGene00016806,,cds
C50D2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,106257,107521,+,WBGene00016807,,cds
C50D2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950371595,0,0,0,CHROMOSOME_II,104534,105819,+,WBGene00000644,col-68,cds
C50D2.5,33.99371796,29.99022058,34.15989433,36.62298133,26.71533845,25.30165192,13.35062557,29.5115833,24.49848769,28.72106017,33.8577523,27.30996814,39.33259734,36.0989299,22.52975336,33.08249886,23.75928988,26.40806326,28.89171386,29.9629957,CHROMOSOME_II,98151,98962,+,WBGene00016808,,cds
C50D2.6,0,0,0,0,0.213722708,1.124517863,1.907232225,0,0,0,0,0,0,0,0.281621917,6.418992317,0,0,0,0,CHROMOSOME_II,84434,87799,+,WBGene00016809,,cds
C50D2.7,1.359748718,3.042486146,2.602658616,5.96818955,6.839126644,5.341459849,5.721696674,9.837194432,11.30699432,4.936432216,0,0.758610226,1.787845334,3.452941121,5.350816422,10.36914144,8.553344358,4.401343877,10.59362841,4.494449355,CHROMOSOME_II,92181,95280,-,WBGene00016810,,cds
C50D2.8,0,0,0.325332327,0,0.213722708,0,0,0,0,0,0,0,0,0.313903738,0,0,0.950371595,0,0,0,CHROMOSOME_II,96127,98027,-,WBGene00016811,,cds
C50D2.9,4.079246155,6.954254048,2.927990943,3.797938804,4.274454152,3.654683055,1.907232225,1.639532405,2.82674858,4.487665651,5.642958716,7.586102261,6.257458667,4.080748598,2.252975336,0.98753728,4.751857976,8.802687754,4.815285643,4.494449355,CHROMOSOME_II,88565,91521,-,WBGene00016812,,cds
C50E10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,12301019,12302350,-,WBGene00016825,,cds
C50E10.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,12311796,12313596,+,WBGene00016833,sre-51,cds
