Open reading frame,group ID,1,2,3,4,5,6,7,8,9,10,diffExp,chromosome,chrom_start,chrom_end,strand,wbgene,Gene name,type
H28G03.1,4,0,0,0.217436915,0,0.14647452,1.945872885,1.758054969,2.67661221,0,1.521548961,2.67661221,CHROMOSOME_X,5216327,5218386,+,WBGene00019249,,cds
K09E3.7,4,0,0,0,0,0.473509795,2.107235055,0.96374902,2.350166525,0.556919604,1.230387302,2.350166525,CHROMOSOME_X,17131273,17134453,-,WBGene00019578,,cds
R07B7.8,4,0,0,0,0,0.190059745,1.554463738,0.560896671,1.71671915,0,0.742566659,1.71671915,CHROMOSOME_V,12081070,12084297,-,WBGene00011092,,cds
Y116A8C.22,4,0,0,0,0,0.190059745,1.135267125,0.560896671,1.302824747,0,0.806592064,1.302824747,CHROMOSOME_IV,17046378,17048324,-,WBGene00013799,athp-3,cds
C16C2.2,4,0,0,0,0,0.357970725,2.367148533,2.264455631,2.657026894,1.277257619,1.559206109,2.657026894,CHROMOSOME_I,9722541,9725602,+,WBGene00001145,eat-16,cds
T24E12.1,4,0,0,0,0.210328848,0.612866001,2.902407466,3.108096162,3.590444219,1.533514936,2.5704202,3.590444219,CHROMOSOME_II,3785555,3786679,+,WBGene00020771,,cds
F13B9.1,4,0,0,0,0,0.319239076,2.285251439,2.526467383,2.867798229,1.533514936,2.076316574,2.867798229,CHROMOSOME_X,8287209,8294463,+,WBGene00017419,,cds
F59A6.1,4,0.64551341,0.675026005,0.406354161,0.346283344,0.680059631,2.768781385,3.107010017,3.455135113,2.124426125,2.606035256,3.108851769,CHROMOSOME_II,5022756,5029974,+,WBGene00003822,nsy-1,cds
F38E9.5,4,0,0.283708983,0.217436915,0,0.190059745,2.569029786,2.524841622,3.234802643,1.759937797,2.268406742,3.234802643,CHROMOSOME_X,16446125,16451264,+,WBGene00018187,,cds
T01G5.7,4,0,0.463941628,0,0,0,2.108434663,2.265429519,2.657026894,0.973102158,1.697699471,2.657026894,CHROMOSOME_V,15111950,15113786,+,WBGene00011342,,cds
F53H8.4,4,0,0.463941628,0.217436915,0,0.644542827,2.524094794,2.642301017,2.67661221,1.277257619,2.222204106,2.67661221,CHROMOSOME_X,944936,948882,-,WBGene00004893,sms-2,cds
M02D8.3,4,0,0,0.406354161,0,0.473509795,3.015066946,2.526467383,2.867798229,1.27105168,2.151103601,3.015066946,CHROMOSOME_X,8732968,8736963,-,WBGene00019729,,cds
C37H5.13,4,0,0,0,0.393859582,0.190059745,2.108434663,2.526467383,2.500794546,1.283436976,2.268406742,2.526467383,CHROMOSOME_V,4857145,4862951,-,WBGene00016511,,cds
F49E12.6,4,0,0,0,0.183506423,0.190059745,1.748005794,1.758054969,2.007352733,0.567086442,1.731078021,2.007352733,CHROMOSOME_II,8412620,8416804,+,WBGene00009899,efl-3,cds
F18H3.4,4,0,0,0,0,0.644542827,1.878881557,2.642301017,2.544086779,0.965435837,2.5704202,2.642301017,CHROMOSOME_X,13529016,13531977,+,WBGene00008940,,cds
F35H12.4,4,0,0.463941628,0,0.346283344,0.644542827,1.863965769,2.639298922,2.657026894,1.283436976,2.127349695,2.657026894,CHROMOSOME_X,920193,924514,-,WBGene00018076,,cds
Y51A2D.17,4,0,0,0,0.514231572,0.801586588,2.414251884,2.938394811,3.117762969,1.755499254,2.175556322,3.117762969,CHROMOSOME_V,18616571,18620213,+,WBGene00003660,nhr-70,cds
ZC416.2,4,0,0.463941628,0,0.210328848,0.508360573,1.571186725,1.947704985,2.657026894,0.965435837,1.521548961,2.657026894,CHROMOSOME_IV,3633612,3635463,+,WBGene00022609,,cds
F10D7.2,4,0,0,0.406354161,0.370267571,0.279438855,1.409318045,2.403172334,2.695935202,0.95772856,1.230387302,2.695935202,CHROMOSOME_X,17364572,17368570,-,WBGene00017339,,cds
F34H10.3,4,0,0,0,0.346283344,0,2.386174816,2.526467383,2.695935202,0.567086442,1.362151705,2.695935202,CHROMOSOME_X,9633240,9635590,-,WBGene00009380,,cds
F35D11.3,4,0,0,0.290991304,0.210328848,0.357970725,1.537544631,1.756670428,1.71671915,0.556919604,0.924125075,1.756670428,CHROMOSOME_II,4608367,4612050,+,WBGene00018044,,cds
F35H12.5,4,0,0,0,0.210328848,0.473509795,1.997571646,2.526467383,2.300537648,0.567086442,1.521548961,2.526467383,CHROMOSOME_X,918351,920199,+,WBGene00018077,,cds
F20C5.6,4,0,0,0,0.556655625,0.190059745,1.483715462,1.28024483,1.71671915,0.567086442,1.230387302,1.71671915,CHROMOSOME_IV,8771698,8773182,-,WBGene00008971,,cds
C34F11.3,4,0.64551341,0.463941628,0,0,0.856719744,2.848551635,2.640800751,2.617040108,1.277257619,2.924066421,2.924066421,CHROMOSOME_II,5203303,5209786,+,WBGene00016415,,cds
T04F8.6,4,0,0,0,0,0.190059745,1.621904172,1.278316317,1.754070692,0.556919604,1.942777021,1.942777021,CHROMOSOME_X,11667092,11672203,+,WBGene00011444,,cds
Y60A3A.1,4,0,0.463941628,0.290991304,0,0.357970725,2.060623953,1.755284558,2.300537648,0.567086442,2.355641029,2.355641029,CHROMOSOME_V,19995956,20004456,-,WBGene00006786,unc-51,cds
K01G12.3,4,0,0,0,0.183506423,0.768971725,2.294297703,1.538035347,1.754070692,0.567086442,1.521548961,2.294297703,CHROMOSOME_IV,14193473,14196137,+,WBGene00010483,,cds
M88.6,4,0,0.675026005,0.290991304,0.783101021,1.333414275,3.019891095,2.402287156,2.275067957,0.965435837,2.909561704,3.019891095,CHROMOSOME_III,4562706,4566248,+,WBGene00003915,pan-1,cds
R03G5.2,4,0,0,0,0.210328848,0.437796251,1.716712212,1.538035347,1.302824747,0.556919604,1.521548961,1.716712212,CHROMOSOME_X,7816669,7820688,+,WBGene00004758,sek-1,cds
C39B5.2,4,0,0,0,0,0,1.159901425,0.560896671,0.793735534,0,1.230387302,1.230387302,CHROMOSOME_III,2233878,2236976,+,WBGene00016520,,cds
F35E12.3,4,0,0,0,0,0.190059745,1.716712212,0.560896671,1.352376344,0,1.40414454,1.716712212,CHROMOSOME_V,13725892,13727001,+,WBGene00009427,fbxa-181,cds
R05D7.7,4,0,0.283708983,0,0,0.14647452,1.268573014,0.560896671,1.302824747,0,1.085367826,1.302824747,CHROMOSOME_I,12189512,12190193,-,WBGene00077559,,cds
T21B4.17,4,0,0,0,0,0.357970725,1.718284536,0.966147004,0.793735534,0,1.276332728,1.718284536,CHROMOSOME_II,12520148,12524414,+,WBGene00044032,ceh-99,cds
Y73F8A.13,4,0,0,0,0,0.644542827,1.733221701,0.96374902,0.86375311,0,1.763701748,1.763701748,CHROMOSOME_IV,15312273,15314386,+,WBGene00013522,,cds
B0207.4,4,3.437997809,3.51289568,3.879737603,3.704114167,4.141436444,3.887218053,4.739413142,4.348617655,4.427502918,4.773422519,1.33542471,CHROMOSOME_I,5937479,5938887,+,WBGene00000099,air-2,cds
C14B9.1,4,0,0,0.874291915,0.625329119,0.710309942,1.288935303,2.938394811,2.09729553,2.110590737,2.659024292,2.938394811,CHROMOSOME_III,8138024,8139565,+,WBGene00002011,,cds
C42D8.8,4,0.64551341,0,0.858642149,0.683917639,0.805729513,0.799628596,2.116376114,2.456162907,2.526886768,2.725299211,2.725299211,CHROMOSOME_X,5112403,5116839,-,WBGene00000149,apl-1,cds
F42H10.3,4,0,0,0.406354161,0.370267571,0,0.189748329,1.538035347,1.352376344,1.27105168,1.482882484,1.538035347,CHROMOSOME_III,8484081,8488284,+,WBGene00018367,,cds
F52A8.2,4,0,0,0.573373063,0.183506423,0.14647452,0.189748329,0.966147004,0.86375311,0.965435837,1.136087321,1.136087321,CHROMOSOME_I,7318297,7321090,-,WBGene00001680,gpb-2,cds
B0252.3,4,0,0,0,0,0,0.189748329,1.758054969,0.793735534,0.965435837,1.444949572,1.758054969,CHROMOSOME_II,6902826,6907713,-,WBGene00015088,,cds
K07E3.3,4,0,0,0,0.210328848,0.14647452,0.643633588,2.26640275,0.793735534,1.533514936,2.290964783,2.290964783,CHROMOSOME_X,8084159,8086501,-,WBGene00000929,dao-3,cds
F54E4.1,4,0,0,0,0.183506423,0.508360573,1.388622971,2.846070713,1.352376344,2.403851739,2.514864766,2.846070713,CHROMOSOME_X,14611335,14624788,+,WBGene00004313,rbc-1,cds
T11G6.2,4,0.748353335,0,0,0.183506423,0.357970725,1.483715462,3.106466637,1.352376344,2.275550851,2.676263455,3.106466637,CHROMOSOME_IV,10855476,10858538,-,WBGene00011717,,cds
B0303.14,4,0,0,0,0,0,0,2.114215451,1.71671915,1.947838179,2.076316574,2.114215451,CHROMOSOME_III,8713908,8716103,-,WBGene00015132,,cds
C29F7.5,4,0,0,0,0,0,0.318327625,1.946491066,1.352376344,1.943942393,1.856016079,1.946491066,CHROMOSOME_X,13427041,13428781,-,WBGene00001436,fkh-4,cds
Y37E11AR.6,4,0,0,0,0,0,0.472434797,1.946491066,1.302824747,1.755499254,1.794193797,1.946491066,CHROMOSOME_IV,3761187,3766821,-,WBGene00006869,vab-2,cds
C18E3.3,4,0,0,0,0,0,0.911666806,2.116376114,1.352376344,1.943942393,2.102058775,2.116376114,CHROMOSOME_I,4203460,4208521,+,WBGene00015972,,cds
F55F3.1,4,0,0.283708983,0,0,0.190059745,0.855306648,1.756670428,1.302824747,1.751047014,1.970991486,1.970991486,CHROMOSOME_X,13755701,13759323,+,WBGene00010115,aakb-1,cds
F17A2.5,4,0,0,0,0,0,0.611657559,1.538035347,1.352376344,1.277257619,1.856016079,1.856016079,CHROMOSOME_X,12318091,12320632,-,WBGene00000461,ceh-40,cds
K04C1.3,4,0,0,0,0,0,0.472434797,1.538035347,1.302824747,1.27105168,1.521548961,1.538035347,CHROMOSOME_X,14241500,14243328,-,WBGene00010553,,cds
F54A5.1,4,0,0,0,0,0,0.799628596,1.948917883,1.754070692,2.117525016,2.312190555,2.312190555,CHROMOSOME_I,989674,992166,+,WBGene00018786,hmbx-1,cds
R04A9.4,4,0,0,0,0.183506423,0.801586588,1.42779974,2.84541958,2.657026894,2.743108268,3.11033239,3.11033239,CHROMOSOME_X,381382,382710,-,WBGene00002060,ife-2,cds
ZK822.5,4,0,0,0,0.183506423,0.437796251,0.827736204,1.538035347,1.754070692,1.755499254,2.223252449,2.223252449,CHROMOSOME_IV,11937380,11940632,+,WBGene00014092,,cds
T13C5.5,4,0.64551341,0,0,0.346283344,0.710309942,1.718284536,2.525654731,2.695935202,2.752047958,3.825749802,3.825749802,CHROMOSOME_X,6201873,6204711,-,WBGene00000245,bca-1,cds
T03G6.3,4,0,0,0,0,0.190059745,0.611657559,1.28024483,1.302824747,1.764362726,2.396892222,2.396892222,CHROMOSOME_X,2610817,2615719,-,WBGene00020195,,cds
T14G11.3,4,0,0,0.406354161,0.183506423,0.989630755,1.268573014,3.258453639,2.67661221,3.582739371,3.731044495,3.731044495,CHROMOSOME_X,2682818,2687176,-,WBGene00020511,immt-1,cds
Y44A6C.1,4,0,0,0,0,0.190059745,0.578956716,1.278316317,0.86375311,1.52832079,1.630114008,1.630114008,CHROMOSOME_V,20713889,20716844,+,WBGene00012850,,cds
F56D5.5,4,0,0.283708983,0,0,0,0.472434797,1.536422576,0.86375311,2.259967136,1.969742747,2.259967136,CHROMOSOME_IV,9407199,9408087,-,WBGene00010149,,cds
Y47D7A.8,4,0,0,0.406354161,0.210328848,0.14647452,0.472434797,2.263481086,1.71671915,3.187951237,3.264427359,3.264427359,CHROMOSOME_V,4420981,4422063,-,WBGene00004820,skr-14,cds
B0464.3,4,3.819829269,3.526815278,3.972218357,3.987164943,3.961968623,4.217729609,4.953213266,4.381862698,4.863882905,5.286409034,1.759593756,CHROMOSOME_III,9488534,9489102,+,WBGene00007185,nlp-36,cds
K01A2.5,4,0,0,0.406354161,1.009646928,0.744262492,0.911666806,2.115296187,1.352376344,1.764362726,2.571243796,2.571243796,CHROMOSOME_II,302405,303650,+,WBGene00019280,,cds
C14F11.2,4,0,0,0.471080086,0.556655625,0.319239076,0.708702296,1.28024483,0.793735534,1.52832079,1.521548961,1.52832079,CHROMOSOME_X,6208731,6213876,-,WBGene00015779,,cds
K08E5.2,4,0,0,0,0.941406854,0.547346196,0.990981921,1.945276125,0.793735534,2.26933755,2.313175528,2.313175528,CHROMOSOME_III,10152704,10157829,+,WBGene00003519,nac-3,cds
F27D9.1,4,0.64551341,0,0,0,0,0.189748329,0.966147004,0.86375311,1.759937797,1.942777021,1.942777021,CHROMOSOME_X,7682367,7685632,+,WBGene00006757,unc-18,cds
R11.1,4,0.748353335,0,0,0.183506423,0.190059745,0.611657559,1.538035347,1.302824747,1.538690448,2.051287803,2.051287803,CHROMOSOME_X,16189792,16194933,+,WBGene00011226,,cds
ZK792.3,4,1.429154022,0.859131501,0.573373063,0.859050405,0.829416517,1.159901425,2.746734789,2.522603045,3.194524301,3.464000353,2.890627291,CHROMOSOME_IV,11676329,11678473,+,WBGene00002131,inx-9,cds
F49E2.1,4,0.64551341,0,0.217436915,0.535599534,0.14647452,0.189748329,1.536422576,0.86375311,1.533514936,2.290964783,2.290964783,CHROMOSOME_X,9561788,9565924,-,WBGene00009885,,cds
C05D10.1,4,0,0.463941628,0,0,0,0.738619577,2.113133905,2.325565481,1.759937797,2.709387854,2.709387854,CHROMOSOME_III,6080512,6084686,+,WBGene00015477,attf-4,cds
F20D1.10,4,0,0.463941628,0.217436915,0,0,0.357416276,1.278316317,1.71671915,1.538690448,1.763701748,1.763701748,CHROMOSOME_X,14979304,14980365,+,WBGene00008980,tag-299,cds
F14B8.2,4,0,0,0,0,0.357970725,0.472434797,1.538035347,2.007352733,1.538690448,2.024614984,2.024614984,CHROMOSOME_X,6904696,6905798,+,WBGene00017445,,cds
F42C5.9,4,0,0.283708983,0.406354161,0.183506423,0.473509795,0.318327625,1.536422576,1.71671915,1.54384746,1.885961338,1.885961338,CHROMOSOME_IV,7314361,7317152,-,WBGene00018349,,cds
F32B5.1,4,0,0.283708983,0.290991304,0.645124174,0.801586588,0.708702296,1.947704985,2.249140524,2.110590737,2.880771842,2.880771842,CHROMOSOME_I,2700422,2702084,+,WBGene00017975,,cds
W10C8.5,4,0,0.675026005,0.471080086,0.994295209,1.162443093,0.827736204,2.115296187,3.247954073,2.637839186,3.493041818,3.493041818,CHROMOSOME_I,2853972,2855736,-,WBGene00021128,,cds
H14N18.3,4,0,0.463941628,0.471080086,0.664651295,1.187339375,1.446047667,2.745339337,4.183706242,3.331391698,3.413953724,4.183706242,CHROMOSOME_V,8923066,8923888,+,WBGene00019203,ttr-47,cds
C14F5.1,4,0.64551341,0,0.406354161,0.210328848,0.190059745,1.718284536,2.26640275,2.867798229,2.642654259,3.330277298,3.330277298,CHROMOSOME_X,7954307,7956143,+,WBGene00015776,dct-1,cds
F20D1.9,4,0,0,0,0.210328848,0,1.159901425,1.28024483,2.067933256,1.759937797,2.175556322,2.175556322,CHROMOSOME_X,15002016,15003878,-,WBGene00008979,,cds
W05H7.1,4,0,0,0,0,0,1.268573014,1.278316317,2.09729553,1.538690448,2.417541808,2.417541808,CHROMOSOME_X,1450763,1452641,+,WBGene00021044,,cds
ZC84.3,4,0,0,0.217436915,0.210328848,0,1.309014192,1.758054969,2.850658239,1.755499254,2.47689556,2.850658239,CHROMOSOME_III,9186478,9191031,-,WBGene00013847,cls-3,cds
F13H6.3,4,0,0,0,0,0.14647452,0.578956716,0.966147004,1.754070692,1.764362726,1.970991486,1.970991486,CHROMOSOME_V,6363390,6365656,-,WBGene00017431,,cds
W05H7.3,4,0,0,0,0,0.190059745,1.203459215,2.114215451,3.527124029,3.034165886,3.085315375,3.527124029,CHROMOSOME_X,1439271,1440258,-,WBGene00021046,sedl-1,cds
Y62H9A.4,4,0,0,0,0,0,0.578956716,1.278316317,1.678374812,1.548986104,1.699207209,1.699207209,CHROMOSOME_X,11880056,11881196,+,WBGene00013392,,cds
T22E5.5,4,1.166182115,0,0.406354161,1.103705068,0.860707547,1.919995129,3.024589275,4.330186408,4.515347325,5.039855379,5.039855379,CHROMOSOME_X,6408427,6410322,-,WBGene00003495,mup-2,cds
C09B8.5,4,0,0,0,0,0,0.189748329,0.966147004,2.222738595,0.965435837,1.731078021,2.222738595,CHROMOSOME_X,6020831,6022458,-,WBGene00015624,,cds
K12F2.1,4,0,0,0,0,0,0,0.966147004,1.352376344,0.567086442,1.559206109,1.559206109,CHROMOSOME_V,12226797,12234324,-,WBGene00003515,myo-3,cds
F08C6.4,4,0,0,0.775243723,0.210328848,0.473509795,0.799628596,1.536422576,3.146138142,1.943942393,3.521084013,3.521084013,CHROMOSOME_X,7562790,7564765,+,WBGene00006063,sto-1,cds
H17B01.1,4,0.64551341,0.520689644,1.026312459,0.370267571,1.021231956,1.464067665,1.536422576,3.626228295,2.640248732,3.770994384,3.400726812,CHROMOSOME_II,1504573,1509837,+,WBGene00019207,fgt-1,cds
T07C4.5,4,0,0,0.406354161,0.183506423,0.14647452,0.578956716,0.96374902,1.352376344,0.973102158,1.795604037,1.795604037,CHROMOSOME_III,10337746,10339341,+,WBGene00011561,ttr-15,cds
C07E3.9,4,0,0.283708983,0.217436915,0.210328848,0.14647452,0.827736204,1.946491066,2.657026894,3.693116253,2.774154306,3.693116253,CHROMOSOME_II,10350700,10351557,+,WBGene00007419,,cds
C30G4.7,4,0,0,0,0,0,0,1.538035347,1.71671915,1.940036058,1.665074193,1.940036058,CHROMOSOME_X,17056853,17058462,-,WBGene00016272,,cds
C36E6.5,4,0,0.520689644,0.686726856,0.70293008,0.993268031,0.318327625,2.641551079,3.403072408,3.844823295,4.417291974,4.417291974,CHROMOSOME_X,17455705,17456520,-,WBGene00003370,mlc-2,cds
C46F4.1,4,0,0,0.217436915,0.370267571,0.357970725,0.50761118,1.538035347,2.067933256,2.524280073,2.552694516,2.552694516,CHROMOSOME_X,5931087,5934649,+,WBGene00001175,egl-6,cds
T27A8.1,4,0,0.283708983,0,0.183506423,0.279438855,0,0.966147004,1.678374812,2.26933755,1.970991486,2.26933755,CHROMOSOME_X,16049801,16054569,+,WBGene00012073,,cds
F01F1.6,4,3.910023419,4.155442401,3.704080556,4.329393444,4.387546686,4.337536368,5.197858519,5.516889934,5.769958573,5.722948661,2.065878017,CHROMOSOME_III,5855994,5859141,+,WBGene00000115,alh-9,cds
F08G12.1,4,0,0,0,0.393859582,0.190059745,0.911666806,0.560896671,1.754070692,1.943942393,1.825436063,1.943942393,CHROMOSOME_X,11302010,11305811,-,WBGene00008585,,cds
Y105E8B.1,4,0,0.283708983,0.573373063,0.90902622,0.964751346,1.203459215,0.96374902,2.867798229,2.93699959,2.966099515,2.966099515,CHROMOSOME_I,14620748,14631243,-,WBGene00002978,lev-11,cds
T12D8.4,4,0,0,0,0.346283344,0,0.357416276,0.560896671,1.352376344,1.759937797,1.885961338,1.885961338,CHROMOSOME_III,13626893,13630707,-,WBGene00011732,arrd-17,cds
T14G12.3,4,0,0,0,0.210328848,0.190059745,0.611657559,0.560896671,1.352376344,1.755499254,1.970991486,1.970991486,CHROMOSOME_X,3731905,3733443,-,WBGene00006408,tag-18,cds
F09F7.2,4,0,0.283708983,0.406354161,0.765122718,0.801586588,1.089567309,1.755284558,2.037960952,2.529488761,2.741768753,2.741768753,CHROMOSOME_III,5564985,5567344,+,WBGene00003371,mlc-3,cds
H06O01.3,4,0,0.814435763,0.825617671,1.287857301,1.165670222,1.733221701,2.114215451,2.884736976,3.106151103,3.31983566,3.31983566,CHROMOSOME_I,7005442,7009174,+,WBGene00010370,ctg-1,cds
R02D3.1,4,0,0.283708983,0.471080086,1.089327138,0.513435579,1.01562775,1.539646316,2.325565481,2.649846871,2.417541808,2.649846871,CHROMOSOME_IV,245121,251924,+,WBGene00019819,,cds
T01E8.3,4,0,0,0,0.556655625,0,0.357416276,0.96374902,1.352376344,1.959462812,1.856016079,1.959462812,CHROMOSOME_II,10222818,10229376,+,WBGene00004038,plc-3,cds
ZK721.2,4,0,0.463941628,0.217436915,1.192004511,0.612866001,0.578956716,1.28024483,2.500794546,1.955598332,3.275781622,3.275781622,CHROMOSOME_X,8789401,8790568,+,WBGene00006764,unc-27,cds
ZK930.2,4,0,0.463941628,0,1.231821435,0.279438855,0.50761118,1.28024483,2.275067957,2.263097375,2.676263455,2.676263455,CHROMOSOME_II,11890928,11893389,-,WBGene00014152,,cds
C44C1.1,4,0,1.022379482,0.906232823,0.210328848,0.401176139,0.50761118,1.28024483,2.325565481,1.54384746,2.820716583,2.820716583,CHROMOSOME_X,980773,983026,+,WBGene00016641,,cds
T01B6.3,4,0,0.520689644,0.723047055,0.210328848,0.190059745,0.643633588,0.966147004,2.037960952,1.755499254,2.47689556,2.47689556,CHROMOSOME_X,2314910,2319325,-,WBGene00020135,aakg-4,cds
C47D12.5,4,0,0.902484042,0.906232823,0,0.319239076,0.357416276,0.560896671,2.544086779,2.406685143,3.977620883,3.977620883,CHROMOSOME_II,11683415,11685225,-,WBGene00008139,,cds
F11C3.3,4,0,0.724179904,0.631162961,0,0.829416517,0.472434797,1.278316317,2.565255279,2.52166866,2.692542287,2.692542287,CHROMOSOME_I,14855888,14863529,-,WBGene00006789,unc-54,cds
F28H1.1,4,0,0.283708983,0.723047055,0,0.401176139,0.189748329,1.28024483,2.522603045,2.110590737,2.102058775,2.522603045,CHROMOSOME_I,3995712,3996966,+,WBGene00017908,,cds
B0507.2,4,0,0,0,0,0.319239076,0.827736204,2.114215451,1.71671915,0.556919604,2.175556322,2.175556322,CHROMOSOME_V,8774310,8776494,+,WBGene00015219,,cds
Y34B4A.11,4,0,0,0,0,0.190059745,0.937693037,1.538035347,1.352376344,0.556919604,1.942777021,1.942777021,CHROMOSOME_X,5283163,5283687,+,WBGene00045435,,cds
T20B12.6,4,0,0,0,0,0,1.135267125,1.947704985,1.302824747,0.567086442,1.913999747,1.947704985,CHROMOSOME_III,7370066,7374660,-,WBGene00003378,mml-1,cds
R05D3.9,4,0,0.283708983,0.406354161,0.210328848,0.680059631,0.963258062,2.265429519,1.678374812,0.973102158,2.606838774,2.606838774,CHROMOSOME_III,8362337,8368763,-,WBGene00019882,,cds
F15B10.3,4,0,0,0,0.370267571,0,0.708702296,0.96374902,0.86375311,0.567086442,1.230387302,1.230387302,CHROMOSOME_IV,6602669,6603966,+,WBGene00017481,,cds
F58G6.5,4,0,0,0,0.370267571,0,1.501273873,2.115296187,1.71671915,0.95772856,3.033343485,3.033343485,CHROMOSOME_IV,9664345,9675655,-,WBGene00003627,nhr-34,cds
ZK673.10,4,0,0,0,0,0,0.578956716,0.966147004,0.793735534,0.556919604,1.362151705,1.362151705,CHROMOSOME_II,10464738,10465238,+,WBGene00014064,sdz-37,cds
R186.6,4,0,0,0,0.370267571,0.319239076,0.578956716,1.539646316,0.86375311,0.567086442,1.795604037,1.795604037,CHROMOSOME_V,12955188,12961133,-,WBGene00011307,mpst-7,cds
Y49E10.19,4,5.20358409,5.41740061,5.302189775,5.467337255,5.715231465,5.826215766,6.079587955,5.916835252,5.727856072,6.273607954,1.070023864,CHROMOSOME_III,12446255,12453103,-,WBGene00013038,ani-1,cds
C38C6.2,4,1.23863324,0.724179904,0.775243723,0.492542363,0.190059745,2.00989103,2.115296187,2.300537648,1.54384746,3.122399145,2.932339399,CHROMOSOME_II,14640021,14644010,-,WBGene00000225,atgp-2,cds
Y73E7A.7,4,1.703624993,1.588419427,1.657280918,1.70287716,1.313845954,2.231462054,2.401401434,2.456162907,2.120979697,2.659024292,1.345178338,CHROMOSOME_I,1621353,1626607,-,WBGene00000269,bre-4,cds
T27C10.6,4,0.748353335,0,0.686726856,0.183506423,0,1.330874476,2.265429519,2.007352733,1.764362726,2.588744401,2.588744401,CHROMOSOME_I,10879759,10894230,-,WBGene00003068,lrk-1,cds
F10E9.6,4,0,0,0,0,0.473509795,0.189748329,0.96374902,1.302824747,0.973102158,2.375942776,2.375942776,CHROMOSOME_III,8279037,8305761,+,WBGene00003243,mig-10,cds
T27F7.2,4,0,0,0,0,0.279438855,0.357416276,0.966147004,1.352376344,0.973102158,2.102058775,2.102058775,CHROMOSOME_II,4969196,4988932,+,WBGene00020867,shc-2,cds
F15A4.2,4,0,0,0,0,0,0.318327625,0.96374902,0.793735534,0.556919604,1.763701748,1.763701748,CHROMOSOME_II,12462465,12464018,+,WBGene00008838,,cds
F55F3.3,4,0,0,0,0,0.14647452,0,0.966147004,0.793735534,0.556919604,2.246521936,2.246521936,CHROMOSOME_X,13765285,13770494,-,WBGene00010117,nkb-3,cds
ZC64.2,4,0,0,0,0,0,0,1.536422576,0.86375311,0.556919604,1.998664734,1.998664734,CHROMOSOME_X,3840847,3842449,-,WBGene00022515,ttr-48,cds
Y4C6B.7,4,0,0.463941628,0,0,0.190059745,0.578956716,0.96374902,0.793735534,0.556919604,2.223252449,2.223252449,CHROMOSOME_IV,5351419,5353410,-,WBGene00021161,,cds
C25B8.4,4,0,0.675026005,1.56168977,0.183506423,0.580478013,0.767929045,1.946491066,1.754070692,2.259967136,2.333108564,2.333108564,CHROMOSOME_X,6617404,6622855,-,WBGene00016088,clec-266,cds
F40F4.3,4,0,0,1.300999604,0.210328848,0.190059745,0.318327625,1.278316317,0.86375311,1.289589979,1.276332728,1.300999604,CHROMOSOME_X,3259090,3259843,+,WBGene00002253,lbp-1,cds
C32D5.9,4,3.45330183,4.092680988,4.56211795,4.356945242,4.316949087,4.642933261,4.931372538,4.955610395,5.062252154,5.638103267,2.184801437,CHROMOSOME_II,6346925,6347689,-,WBGene00002980,lgg-1,cds
T12A2.2,4,3.525775449,4.021802234,4.555702376,4.325916916,4.232926972,4.330700667,4.659733617,5.078618869,4.714845493,5.40339843,1.877622982,CHROMOSOME_III,6248265,6251555,+,WBGene00020437,,cds
ZK863.7,4,3.061679939,3.51340398,4.341116654,3.650135339,4.001910293,3.873447458,4.391870337,4.499299577,4.453277496,4.835093873,1.773413933,CHROMOSOME_V,12192256,12194426,+,WBGene00004384,rnp-1,cds
C36B1.1,4,0.64551341,2.10806263,2.575093075,1.520992786,1.624441257,2.385185354,2.401401434,3.247954073,3.398807417,4.56599036,3.92047695,CHROMOSOME_I,8705681,8724273,-,WBGene00000527,cle-1,cds
T04G9.7,4,3.043950047,4.949661168,4.687690425,3.707744755,3.996586475,4.788893929,5.57418727,5.844968644,6.204472907,7.176153631,4.132203584,CHROMOSOME_X,770834,771968,+,WBGene00020218,,cds
W03F8.1,4,0,1.536325587,1.781783536,1.218670851,1.333414275,2.506813598,3.394609352,3.854260845,4.295279334,5.049662476,5.049662476,CHROMOSOME_IV,5204583,5207130,+,WBGene00006586,tni-4,cds
F13B12.6,4,2.059429633,2.609044876,2.95758024,2.583852254,2.302705063,2.533551728,2.746734789,3.160119154,3.393103913,3.433456663,1.37402703,CHROMOSOME_IV,10414052,10417868,-,WBGene00008733,,cds
C35E7.5,4,0,0.520689644,2.135774409,1.117941119,1.017664589,2.876435166,3.327437846,3.537872277,3.689630684,3.620806068,3.689630684,CHROMOSOME_I,10823347,10828443,+,WBGene00016457,,cds
Y47H9C.5,4,0,0.520689644,1.109989317,0.664651295,0.644542827,1.589437384,2.26640275,1.678374812,1.759937797,1.731078021,2.26640275,CHROMOSOME_I,11877794,11887272,+,WBGene00001045,dnj-27,cds
F58B3.9,4,0,0.724179904,1.765091387,0.645124174,1.041655443,1.998865951,3.689199851,3.160119154,2.53208607,3.206805755,3.689199851,CHROMOSOME_IV,11640122,11640992,-,WBGene00010234,ttr-50,cds
T19D12.6,4,0,0.283708983,0.906232823,0.210328848,0.773209236,1.350381946,2.265429519,2.695935202,1.759937797,2.355641029,2.695935202,CHROMOSOME_II,6637040,6643085,-,WBGene00020581,,cds
